zone,state,lga,sector,ea,hhid,cropcode,phl_q02_1,phl_q03_1,phl_q04_1,phl_q05_1,phl_q06_1,phl_q07__1_1,phl_q07__2_1,phl_q07__3_1,phl_q07__4_1,phl_q07__5_1,phl_q07__6_1,phl_q02_2,phl_q03_2,phl_q04_2,phl_q05_2,phl_q06_2,phl_q07__1_2,phl_q07__2_2,phl_q07__3_2,phl_q07__4_2,phl_q07__5_2,phl_q07__6_2,phl_q02_3,phl_q03_3,phl_q04_3,phl_q05_3,phl_q06_3,phl_q07__1_3,phl_q07__2_3,phl_q07__3_3,phl_q07__4_3,phl_q07__5_3,phl_q07__6_3,phl_q08__1,phl_q09_1,phl_q10_1,phl_q11_1,phl_q12__1_1,phl_q12__2_1,phl_q12__3_1,phl_q12__4_1,phl_q12__5_1,phl_q12__6_1,phl_q08__2,phl_q09_2,phl_q10_2,phl_q11_2,phl_q12__1_2,phl_q12__2_2,phl_q12__3_2,phl_q12__4_2,phl_q12__5_2,phl_q12__6_2,phl_q08__3,phl_q09_3,phl_q10_3,phl_q11_3,phl_q12__1_3,phl_q12__2_3,phl_q12__3_3,phl_q12__4_3,phl_q12__5_3,phl_q12__6_3
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299001,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299004,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299005,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299005,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299005,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299005,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299007,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299008,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299008,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299008,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299008,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299010,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299012,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299012,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299014,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299014,1040. COCOYAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299014,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299014,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299014,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299014,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299014,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299015,1040. COCOYAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299015,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299015,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299020,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299020,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299020,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2918. ILESHA WEST,1. URBAN,454,299020,2194. GREEN VEGETABLE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299025,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299027,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299028,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299028,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299029,3020. CASHEW,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299029,3160. MANGO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299032,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,1,3,2,1,0,0,1,1,0,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299032,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299032,3020. CASHEW,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299033,3020. CASHEW,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299034,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299034,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299034,2194. GREEN VEGETABLE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299034,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2928. OROLU,1. URBAN,322,299036,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3020. LAGELU,1. URBAN,0,300014,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3012. IBARAPA EAST,2. RURAL,334,300036,1080. MAIZE,1. YES,4,1,2,2500,1,0,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3012. IBARAPA EAST,2. RURAL,334,300037,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3012. IBARAPA EAST,2. RURAL,0,300038,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3002. AKINYELE,1. URBAN,0,300147,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300171,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300172,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300175,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300175,"1122. YAM, YELLOW",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3030. OYO WEST,2. RURAL,0,300177,1020. CASSAVA,1. YES,3,2,8,4500,0,0,0,1,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300178,3020. CASHEW,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300178,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300180,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3023. OGO OLUWA,2. RURAL,622,300180,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3005. EGBEDA,1. URBAN,3648,309001,1040. COCOYAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3005. EGBEDA,1. URBAN,3648,309001,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3005. EGBEDA,1. URBAN,3648,309001,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3005. EGBEDA,1. URBAN,3648,309001,2194. GREEN VEGETABLE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3005. EGBEDA,1. URBAN,3648,309010,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309025,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309027,1080. MAIZE,1. YES,4,4,8,6000,0,0,0,1,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,3,5,0,0,0,1,0,1,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309028,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309029,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309029,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309031,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309032,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,4,5,0,0,0,1,0,1,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309033,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309035,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. RURAL,306,309036,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. URBAN,282,309037,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. URBAN,282,309037,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. URBAN,282,309041,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,1. URBAN,0,309043,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. URBAN,282,309044,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. URBAN,282,309046,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. URBAN,282,309047,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,0,309050,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,0,309050,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309053,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309053,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309056,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309056,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309056,2220. SOYA BEANS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309058,1040. COCOYAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309058,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309058,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309058,2260. TOMATO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309059,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309059,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309059,1100. MILLET/MAIWA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3015. IREPO,2. RURAL,260,309060,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309061,1020. CASSAVA,1. YES,6,5,6,3000,0,0,0,0,0,1,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309061,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309064,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309065,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309065,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309068,1080. MAIZE,2. NO,,,,,,,,,,,1. YES,2,5,5,2500,1,0,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309069,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3016. ISEYIN,2. RURAL,198,309069,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,30. Oyo,3020. LAGELU,2. RURAL,1092,309082,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
